Grambank_ID	sahul_abbrev	Feature	Relevant unit(s)	Function	Form	Feature patron	Clarifying Comments	Possible Values	Value	Grambank_ID_desc	Definition	main_domain	word order	ENumLab	ELab	Eris_Categories
GB148	morphantipas	Is there a morphological antipassive marked on the lexical verb?	verb	valency change, antipassive, derivation, valency decrease	derivational morphology	Jakob	"Antipassive markers detransitivize verbs by removing the P argument or realizing it as an oblique complement. In languages that have ergative alignment, this means that the ergative argument (A) becomes absolutive (S). Antipassive markers often also have other detransitivizing functions, such as reflexivization, reciprocal, passive, or anticausative.  In practice, it is possible to define this feature as targeting any intransitivising marker that is not a reflexive, reciprocal, passive, or anticausative marker. This question targets productive phonologically bound antipassive markers on lexical verbs. Zero-marking or the removal of a transitivizing marker is not sufficient for a ""1"". Anything that happens with auxiliaries is irrelevant here. If the antipassive marker is only applied in a limited set of probably lexicalized items, it does not trigger ""1""."	1: present, 0: absent	NA	GB148 AntipassiveBoundV	Is there a morphologically marked antipassive?	verbal domain	NA	15	verb valency 6	15verb valency 6
GB113	transmorph	Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?	verb, index	valency change, derivation, valency increase, causative, applicative	derivational morphology, affixation	Jakob	This feature asks whether intransitive verbs can take a bound morpheme that implies the addition of just one role in the event denoted by the verb. This could be a causative affix or clitic, an applicative (benefactive, instrumental, ...), ... It has to be productive. Note that there is no dependency with GB155 here, as a language could have causatives that change a verb's valency from 2 to 3 but not from 1 to 2.	1: present, 0: absent	NA	GB113 TransitivizingBound	Is there transitivising morphology (include clitics)?	verbal domain	NA	14	verb arguments 9	14verb arguments 9
GB147	morphpass	Is there a morphological passive marked on the lexical verb?	verb	valency change, passive, derivation, valency decrease	derivational morphology	Jakob	Passivization is a detransitivizing operation that takes a transitive clause ('The dog bites the man.') and turns it into an intransitive one by promoting the P argument ('the man') to morphosyntactic S function. In the resulting intransitive clause, the former A argument ('the dog') either vanishes or adopts an oblique function: 'The man is bitten (by the dog).' 'Mediopassives' and the sort (e.g. 'x breaks the vase' > 'the vase breaks') also count as passives. This question targets phonologically bound passive markers on lexical verbs. Anything that happens with auxiliaries is irrelevant here.	1: present, 0: absent	NA	GB147 PassiveBoundV	Is there a morphologically marked passive construction?	verbal domain	NA	15	verb valency 5	15verb valency 5
GB305	NA	Is there a phonologically independent reflexive pronoun?	pronoun	valency change, reflexive	paradigm	Jakob	"Any free form that expresses reflexive meaning counts as a reflexive pronoun. A reflexive pronoun can also be derived from regular independent pronouns with reflexive morphology (e.g. him-self in English, lui-même in French). If reflexive meaning is expressed with a body part noun, e.g. 'body' or 'head' ('They are scolding their body' to mean 'They are scolding themselves'), this also counts as ""1"". One reflexive pronoun (e.g. only for a certain person) is enough for ""1"" here."	1: present, 0: absent	NA	GB305 PRORefl	NA	pronoun	NA	6	PRO8	6PRO8
GB306	NA	Is there a phonologically independent non-bipartite reciprocal pronoun?	pronoun	valency change, reflexive, reciprocal	paradigm	Jakob	Reciprocal pronouns are bipartite if they can be synchronically analyzed as consisting of two quantifiers (e.g. each + other; two + two). So this question asks whether there are any phonologically independent reciprocal markers that cannot be synchronically analyzed as consisting of two quantifiers. These markers may indicate both reflexive and reciprocal functions. They need to be productive, not limited to a small set of verbs in the language that are probably lexicalized.	1: present, 0: absent	NA	GB306 PROReciproc	NA	pronoun	NA	6	PRO9	6PRO9
GB124	vnincorp	Is incorporation of nouns into verbs a productive intransitivizing process?	verb, noun	valency change, valency decrease, derivation	incorporation, compounding	Hannah	"Noun-verb incorporation is defined as a special construction where obligatorily bare (i.e. articleless, numberless, modifierless) nouns must occur adjacent to or inside of the verb (in a fixed order). This question asks essentially, can transitive verbs become intransitive by means of noun incorporation, and is this process productive? This need not be the default productive way of intransitivizing nouns, but the process must be productive. The incorporated noun is semantically the direct object of the verb. For example: ""he was painting the bike"" = ""he was bike-painting"". Noun incorporation where the noun is acting as modifier do not count, such as ""she was running like Jacob runs"" = ""she was Jacob-running"". If it is necessary to still overtly mark the direct object, for example with a pronoun, that does not count."	1: present, 0: absent	NA	GB124 NounIncorpIntrans	Is there incorporation of nouns into verbs a productive intranisitivizing process?	verbal domain	NA	21	Intrn2	21Intrn2
GB401	NA	Is there a class of patient-labile verbs?	verb	valency change, verb classification	none	Alena	This quote from [Kulikov and Lavidas](http://www.fabula.org/actualites/typology-of-labile-verbs-focus-on-diachrony_27119.php) serves as a very good clarification. We are for this question only interested in P-labile verbs, not A-labile verbs.<CR><CR>_The term ‘labile' refers to verbs or verbal forms which can show valency alternation, i.e. changes in syntactic pattern, with no formal change in the verb. Very often (but not always) the term ‘labile' is only employed to refer to verbs (or verbal forms) which can be employed both transitively and intransitively, as in (1-2); some scholars use other, less widely accepted terms in this sense, such as ‘ambitransitive' (R. M. W. Dixon 1994) or ‘optionally transitive' (J. G. Miller 1993):_<CR><CR>_(1) English_<CR><CR> _a. John broke the vase_<CR><CR> _b. The vase broke_<CR><CR>_(2) Greek_<CR> _a. O      Janis efage   mesimeriano_<CR>    _the:NOM  Janis:NOM  ate:3SG lunch:ACC_<CR>    _‘Janis ate lunch'_<CR> _b. O        Janis   efage                _<CR>    _the:NOM  Janis:NOM  ate:3SG_<CR>    _‘Janis ate'_<CR><CR>_(1) exemplifies Patient-preserving lability (P-lability), while (2) instantiates an Agent-preserving lability (A-lability)._	1: present, 0: absent	NA	GB401 PatientLabile	NA	verbal domain	NA	NA	NA	NA
GB129	closedclassv	Is there a notably small number, i.e. about 100 or less, of verb roots in the language?	verb	verb classification	inventory	Harald	In languages with a small number of verbs verb-noun or verb-adjective locutions are used instead, e.g., 'do meeting' for 'meet'. If a language has a small number of verbs in this sense, typically it will says that there is a closed class of verbs and a large part of the grammar will be devoted to the constructions whereby a verb from the closed class combines with an open-class item to form the predicate in most sentences. If the grammar never remarks on the size of the verbal inventory this almost always means that the language does not have a small number of verbs in the sense of the present question.	1: present, 0: absent	NA	GB129 FewVerbs	NA	verbal domain	NA	13	verb 1	13verb 1
GB127	positionialv	Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?	verb	verb classification, nominal classification, predication	suppletion, conjugation	Jakob	English would receive '0' here, as you can simply say that 'a bottle is on the table'. Dutch would be coded as '1', as you always have to specify whether an object 'stands' or 'lies' on the table (you cannot say that it 'is' on the table). Different configurations are possible, however (e.g. 'sit' vs. 'stand', 'hang' vs. 'lie' vs. 'stand'). Note that this feature does not concern morphological (or other overt) marking for position or shape, but really the use of different verbs for this purpose (in other words, suppletion). If the posture verbs are clearly dominant in frequency this is sufficient to count as 'obligatory' for the purpose of this question, even if non-posture alternatives are grammatical.	1: present, 0: absent	NA	GB127 PostureVerbs	Are there positional (classificatory) verbs?	verbal domain	NA	24	Verb Randos 2	24Verb Randos 2
GB126	existentialv	Is there an existential verb?	verb, copula, auxiliary	verb classification, predication	particle, auxiliary, absence vs. presence	Harald	"Is there an element expressing existential predication, that is **different from the equative or attributive copula**? It is possible that there are more than one existential verbs making further distinctions, temporary versus permanent existence or a special marker for negative existence. Different positional verbs do not count here. The existential marker can be used for the expression of other functions, such as aspect, as long as it is not identical to the copula of identity or attribution. The existential element need not be a verb in the language in any other sense than being the existential ""verb"". The existence of a negative existential is not sufficient for a 1."	1: present, 0: absent	NA	GB126 ExistentialV	Is there one or more existential verb?	verbal domain	NA	20	COPS 2	20COPS 2
GB250	NA	Can predicative possession be expressed with a transitive 'habeo' verb?	verb, clause	verb classification, predicative possession, predication	auxiliary	Hedvig	"This question concerns predicative possession, i.e. finite clauses that express an ownership relation. Is there a verb that expresses predicative possession where the possessor is the subject, the possessum the object and the verb is finite and clearly transitive. The finite element in itself need not be clearly distinct from an existential or locational predicator, the main difference is the argument structure. Transitivity is a language-specific category that needs to be investigated separately to learn whether or not the construction is transitive. In case of languages where transitivity is hard to define it might be beneficial to compare to verbs of ""hold"" and ""grasp"". It is very likely that habeo-verb constructions arise from possessive constructions where the possessor is expressed as a topic (see feature 255).<CR><CR>This is known as ""have-possessive"" in the work of Stassen."	1: present, 0: absent	NA	GB250 PredPOSSHabeo	NA	nominal domain	NA	8	AD POSS1	8AD POSS1
GB402	NA	Does the verb for 'see' have suppletive verb forms?	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig	"This question concerns verb(s) of seeing/watching/looking, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group."	1: present, 0: absent	NA	GB402 VSupplSee	NA	verbal domain	NA	13	verb 3	13verb 3
GB403	NA	Does the verb for 'come' have suppletive verb forms?	verb	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig	"This question concerns verb(s) of coming, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English _went_ and _go_. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group."	1: present, 0: absent	NA	GB403 VSupplCome	NA	verbal domain	NA	13	verb 4	13verb 4
GB300	NA	Does the verb for 'give' have suppletive verb forms?	verb, index	verb classification, TAM, tense, aspect, mood, modality, negation, argument marking, core arguments, oblique	suppletion, conjugation	Hedvig	"This question concerns verb(s) of giving, and strong suppletion in them. Suppletion is when a word is changed in such a way that the new word does not resemble the previous, for example English went and go. If you are unsure if a form is ""enough different"" to count as suppletion, bring it up for discussion in the group."	1: present, 0: absent	NA	GB300 VSupplGive	NA	verbal domain	NA	13	verb 5	13verb 5
